Date;Time;PizzaType;Quantity;Size;PriceEUR;Waiter;Table;InvoiceNumber
2025-11-05;20:32;Pizza Funghi;1;Large;11,25;Luca;10;52049
2025-11-05;11:10;Pizza Hawaii;1;Small;9,0;Jonas;10;52050
2025-11-05;11:05;Pizza Hawaii;1;Large;11,25;Luca;2;52051
2025-11-05;14:13;Pizza Salami;1;Large;11,25;Jonas;9;52052
2025-11-05;13:32;Pizza Hawaii;2;Large;22,5;Jonas;7;52053
2025-11-05;11:18;Pizza Prosciutto;2;Small;18,0;Maria;4;52054
2025-11-05;12:29;Pizza Salami;3;Medium;27,0;Jonas;12;52055
2025-11-05;11:12;Pizza Funghi;2;Small;18,0;Maria;8;52056
2025-11-05;22:22;Pizza Diavola;3;Small;30,0;Jonas;7;52057
2025-11-05;21:55;Pizza Prosciutto;1;Small;9,0;Jonas;1;52058
2025-11-05;13:09;Pizza Funghi;1;Large;11,25;Luca;7;52059
2025-11-05;18:28;Pizza Margherita;2;Small;16,0;Maria;7;52060
2025-11-05;12:57;Pizza Prosciutto;1;Small;9,0;Jonas;10;52061
2025-11-05;17:04;Pizza Prosciutto;2;Medium;18,0;Mark;10;52062
2025-11-05;17:48;Pizza Prosciutto;3;Large;33,75;Jonas;7;52063
2025-11-05;19:02;Pizza Diavola;2;Medium;20,0;Jonas;8;52064
2025-11-05;19:15;Pizza Diavola;2;Medium;20,0;Maria;5;52065
2025-11-05;12:37;Pizza Prosciutto;2;Large;22,5;Jonas;7;52066
2025-11-06;19:28;Pizza Margherita;3;Small;24,0;Eva;12;52067
2025-11-06;19:40;Pizza Diavola;2;Medium;20,0;Leon;2;52068
2025-11-06;19:19;Pizza Diavola;3;Large;37,5;Maria;9;52069
2025-11-06;22:52;Pizza Funghi;2;Large;22,5;Luca;3;52070
2025-11-06;22:14;Pizza Salami;3;Large;33,75;Luca;3;52071
2025-11-06;17:31;Pizza Salami;2;Large;22,5;Luca;5;52072
2025-11-06;14:58;Pizza Diavola;2;Medium;20,0;Luca;12;52073
2025-11-06;17:18;Pizza Salami;2;Medium;18,0;Jonas;5;52074
2025-11-06;11:14;Pizza Margherita;3;Large;30,0;Luca;11;52075
2025-11-06;21:58;Pizza Salami;2;Medium;18,0;Jonas;9;52076
2025-11-06;22:24;Pizza Prosciutto;1;Small;9,0;Jonas;9;52077
2025-11-06;11:44;Pizza Funghi;3;Large;33,75;Luca;11;52078
2025-11-06;14:18;Pizza Hawaii;1;Medium;9,0;Luca;3;52079
2025-11-06;11:44;Pizza Hawaii;2;Medium;18,0;Sophie;11;52080
2025-11-06;14:05;Pizza Salami;2;Medium;18,0;Jonas;1;52081
2025-11-06;12:26;Pizza Margherita;2;Large;20,0;Luca;9;52082
2025-11-06;14:58;Pizza Prosciutto;1;Large;11,25;Sophie;6;52083
2025-11-06;20:46;Pizza Prosciutto;3;Small;27,0;Luca;8;52084
2025-11-06;19:08;Pizza Salami;3;Large;33,75;Luca;7;52085
2025-11-06;14:27;Pizza Funghi;1;Small;9,0;Jonas;5;52086
2025-11-06;17:41;Pizza Prosciutto;2;Small;18,0;Sophie;9;52087
2025-11-06;17:52;Pizza Funghi;3;Medium;27,0;Maria;10;52088
2025-11-06;14:46;Pizza Salami;3;Small;27,0;Mark;11;52089
2025-11-06;12:04;Pizza Salami;3;Large;33,75;Mark;2;52090
2025-11-07;11:49;Pizza Prosciutto;3;Small;27,0;Luca;11;52091
2025-11-07;11:10;Pizza Margherita;2;Small;16,0;Mark;6;52092
2025-11-07;13:09;Pizza Funghi;2;Large;22,5;Maria;4;52093
2025-11-07;19:35;Pizza Prosciutto;3;Small;27,0;Jonas;6;52094
2025-11-07;14:45;Pizza Hawaii;3;Large;33,75;Mark;6;52095
2025-11-07;17:54;Pizza Prosciutto;3;Small;27,0;Sophie;3;52096
2025-11-07;19:45;Pizza Margherita;2;Large;20,0;Leon;8;52097
2025-11-07;11:05;Pizza Margherita;3;Small;24,0;Luca;5;52098
2025-11-07;17:59;Pizza Diavola;1;Small;10,0;Luca;10;52099
2025-11-07;17:17;Pizza Prosciutto;3;Small;27,0;Eva;2;52100
2025-11-07;11:57;Pizza Margherita;3;Large;30,0;Luca;9;52101
2025-11-07;22:57;Pizza Hawaii;2;Medium;18,0;Maria;8;52102
2025-11-07;21:14;Pizza Funghi;2;Medium;18,0;Jonas;5;52103
2025-11-07;22:10;Pizza Salami;2;Small;18,0;Leon;1;52104
2025-11-07;14:21;Pizza Funghi;3;Medium;27,0;Jonas;1;52105
2025-11-07;12:23;Pizza Funghi;3;Medium;27,0;Jonas;3;52106
2025-11-08;22:37;Pizza Salami;2;Small;18,0;Maria;6;52107
2025-11-08;12:37;Pizza Margherita;1;Small;8,0;Luca;7;52108
2025-11-08;11:48;Pizza Funghi;2;Small;18,0;Jonas;5;52109
2025-11-08;18:06;Pizza Diavola;3;Large;37,5;Maria;8;52110
2025-11-08;20:18;Pizza Funghi;3;Medium;27,0;Maria;7;52111
2025-11-08;17:03;Pizza Diavola;3;Medium;30,0;Maria;6;52112
2025-11-08;17:20;Pizza Salami;1;Medium;9,0;Jonas;3;52113
2025-11-08;14:23;Pizza Funghi;1;Large;11,25;Luca;12;52114
2025-11-08;22:31;Pizza Prosciutto;3;Small;27,0;Maria;4;52115
2025-11-08;20:45;Pizza Diavola;2;Large;25,0;Luca;3;52116
2025-11-08;12:38;Pizza Salami;1;Medium;9,0;Jonas;9;52117
2025-11-08;11:08;Pizza Funghi;2;Large;22,5;Maria;5;52118
2025-11-08;19:38;Pizza Prosciutto;2;Large;22,5;Eva;7;52119
2025-11-08;21:41;Pizza Hawaii;3;Large;33,75;Luca;5;52120
2025-11-08;19:29;Pizza Salami;1;Large;11,25;Jonas;6;52121
2025-11-08;11:28;Pizza Prosciutto;3;Medium;27,0;Jonas;5;52122
2025-11-08;21:31;Pizza Prosciutto;2;Small;18,0;Maria;11;52123
2025-11-08;14:22;Pizza Funghi;1;Small;9,0;Jonas;11;52124
2025-11-08;14:20;Pizza Funghi;2;Small;18,0;Sophie;6;52125
2025-11-08;20:17;Pizza Prosciutto;2;Large;22,5;Jonas;8;52126
2025-11-08;11:29;Pizza Hawaii;1;Medium;9,0;Maria;11;52127
2025-11-08;14:41;Pizza Diavola;3;Small;30,0;Maria;7;52128
2025-11-08;12:46;Pizza Margherita;3;Large;30,0;Luca;2;52129
2025-11-08;11:41;Pizza Diavola;3;Medium;30,0;Maria;11;52130
2025-11-08;13:46;Pizza Prosciutto;2;Large;22,5;Jonas;7;52131
2025-11-08;12:14;Pizza Prosciutto;2;Medium;18,0;Sophie;12;52132
2025-11-08;19:08;Pizza Funghi;3;Large;33,75;Mark;3;52133
2025-11-08;17:18;Pizza Diavola;3;Small;30,0;Luca;11;52134
2025-11-08;18:00;Pizza Prosciutto;1;Large;11,25;Luca;4;52135
2025-11-08;19:12;Pizza Diavola;2;Medium;20,0;Luca;8;52136
2025-11-08;21:47;Pizza Funghi;3;Small;27,0;Maria;9;52137
2025-11-08;11:52;Pizza Hawaii;1;Small;9,0;Luca;2;52138
2025-11-08;14:23;Pizza Margherita;2;Medium;16,0;Luca;12;52139
2025-11-08;21:04;Pizza Prosciutto;2;Medium;18,0;Luca;9;52140
2025-11-08;18:48;Pizza Diavola;3;Small;30,0;Maria;6;52141
2025-11-08;11:16;Pizza Salami;3;Medium;27,0;Sophie;9;52142
2025-11-08;11:02;Pizza Salami;3;Small;27,0;Leon;10;52143
2025-11-08;19:31;Pizza Funghi;2;Medium;18,0;Jonas;10;52144
2025-11-08;11:53;Pizza Salami;1;Large;11,25;Jonas;5;52145
2025-11-08;17:28;Pizza Prosciutto;1;Medium;9,0;Luca;8;52146
2025-11-09;19:43;Pizza Prosciutto;3;Medium;27,0;Luca;5;52147
2025-11-09;13:13;Pizza Hawaii;1;Small;9,0;Luca;6;52148
2025-11-09;12:40;Pizza Prosciutto;1;Medium;9,0;Jonas;8;52149
2025-11-09;13:52;Pizza Salami;2;Medium;18,0;Maria;5;52150
2025-11-09;14:17;Pizza Funghi;3;Small;27,0;Sophie;4;52151
2025-11-09;12:31;Pizza Salami;2;Large;22,5;Luca;3;52152
2025-11-09;13:56;Pizza Margherita;3;Large;30,0;Maria;4;52153
2025-11-09;11:48;Pizza Prosciutto;1;Small;9,0;Luca;9;52154
2025-11-09;11:44;Pizza Funghi;2;Large;22,5;Maria;11;52155
2025-11-09;14:28;Pizza Margherita;3;Large;30,0;Mark;4;52156
2025-11-09;13:18;Pizza Hawaii;3;Small;27,0;Luca;11;52157
2025-11-09;14:39;Pizza Salami;3;Large;33,75;Jonas;10;52158
2025-11-09;20:58;Pizza Salami;3;Small;27,0;Luca;1;52159
2025-11-09;19:31;Pizza Funghi;3;Small;27,0;Luca;5;52160
2025-11-09;12:48;Pizza Prosciutto;1;Small;9,0;Jonas;1;52161
2025-11-09;14:33;Pizza Diavola;1;Small;10,0;Maria;4;52162
2025-11-09;14:24;Pizza Prosciutto;1;Medium;9,0;Maria;6;52163
2025-11-09;21:47;Pizza Salami;1;Large;11,25;Sophie;2;52164
2025-11-09;14:57;Pizza Diavola;1;Small;10,0;Maria;2;52165
2025-11-09;13:43;Pizza Funghi;1;Medium;9,0;Maria;7;52166
2025-11-09;14:08;Pizza Hawaii;3;Small;27,0;Leon;7;52167
2025-11-09;21:57;Pizza Salami;1;Small;9,0;Luca;4;52168
2025-11-09;13:02;Pizza Salami;1;Large;11,25;Leon;8;52169
2025-11-09;20:41;Pizza Salami;1;Large;11,25;Sophie;3;52170
2025-11-09;22:41;Pizza Margherita;2;Large;20,0;Jonas;9;52171
2025-11-09;13:53;Pizza Hawaii;3;Medium;27,0;Maria;4;52172
2025-11-09;11:58;Pizza Prosciutto;2;Small;18,0;Leon;2;52173
2025-11-09;14:09;Pizza Diavola;3;Large;37,5;Luca;3;52174
2025-11-09;11:25;Pizza Prosciutto;2;Large;22,5;Luca;1;52175
2025-11-09;13:25;Pizza Hawaii;3;Large;33,75;Mark;12;52176
2025-11-09;17:37;Pizza Funghi;1;Small;9,0;Luca;4;52177
2025-11-09;12:02;Pizza Diavola;2;Medium;20,0;Jonas;6;52178
2025-11-09;12:44;Pizza Margherita;1;Small;8,0;Jonas;3;52179
2025-11-09;21:26;Pizza Margherita;3;Large;30,0;Leon;8;52180
2025-11-09;13:52;Pizza Diavola;3;Medium;30,0;Sophie;8;52181
2025-11-09;22:23;Pizza Margherita;2;Small;16,0;Maria;6;52182
2025-11-09;20:32;Pizza Margherita;1;Small;8,0;Luca;8;52183
2025-11-09;12:05;Pizza Margherita;1;Medium;8,0;Jonas;12;52184
2025-11-09;19:14;Pizza Salami;1;Small;9,0;Jonas;6;52185
2025-11-09;22:49;Pizza Prosciutto;2;Large;22,5;Jonas;9;52186
2025-11-09;12:58;Pizza Diavola;3;Small;30,0;Maria;5;52187
2025-11-09;21:37;Pizza Prosciutto;2;Large;22,5;Luca;11;52188
2025-11-09;19:32;Pizza Funghi;2;Medium;18,0;Luca;10;52189
2025-11-09;22:47;Pizza Prosciutto;3;Large;33,75;Jonas;2;52190
2025-11-09;19:30;Pizza Margherita;3;Large;30,0;Leon;9;52191
2025-11-09;18:02;Pizza Margherita;1;Medium;8,0;Leon;10;52192
2025-11-09;13:14;Pizza Prosciutto;1;Medium;9,0;Maria;2;52193
2025-11-09;13:51;Pizza Hawaii;3;Large;33,75;Luca;3;52194
2025-11-09;13:53;Pizza Diavola;3;Small;30,0;Maria;4;52195
2025-11-09;14:47;Pizza Hawaii;1;Small;9,0;Maria;11;52196
2025-11-09;12:30;Pizza Salami;2;Large;22,5;Jonas;5;52197
2025-11-09;17:31;Pizza Hawaii;3;Medium;27,0;Jonas;2;52198
2025-11-09;19:57;Pizza Hawaii;3;Small;27,0;Luca;8;52199
2025-11-09;21:20;Pizza Margherita;1;Small;8,0;Jonas;7;52200
2025-11-09;17:03;Pizza Prosciutto;1;Large;11,25;Jonas;5;52201
2025-11-09;19:42;Pizza Funghi;2;Small;18,0;Maria;2;52202
2025-11-09;19:24;Pizza Diavola;3;Large;37,5;Jonas;4;52203
2025-11-09;19:45;Pizza Funghi;2;Medium;18,0;Jonas;11;52204
2025-11-09;11:58;Pizza Diavola;1;Large;12,5;Luca;9;52205
2025-11-09;20:49;Pizza Margherita;2;Large;20,0;Luca;11;52206
2025-11-09;20:37;Pizza Funghi;1;Medium;9,0;Jonas;11;52207
2025-11-10;13:17;Pizza Salami;3;Small;27,0;Luca;9;52208
2025-11-10;18:55;Pizza Salami;3;Large;33,75;Luca;9;52209
2025-11-10;20:04;Pizza Funghi;3;Medium;27,0;Sophie;9;52210
2025-11-10;17:40;Pizza Prosciutto;2;Medium;18,0;Jonas;7;52211
2025-11-10;13:00;Pizza Margherita;3;Medium;24,0;Jonas;9;52212
2025-11-10;20:21;Pizza Diavola;2;Medium;20,0;Sophie;6;52213
2025-11-10;17:28;Pizza Salami;2;Medium;18,0;Eva;12;52214
2025-11-10;14:49;Pizza Hawaii;1;Medium;9,0;Jonas;3;52215
2025-11-10;19:14;Pizza Prosciutto;2;Small;18,0;Luca;4;52216
2025-11-10;22:02;Pizza Prosciutto;2;Small;18,0;Sophie;9;52217
2025-11-10;11:01;Pizza Funghi;1;Large;11,25;Jonas;3;52218
2025-11-10;18:35;Pizza Hawaii;2;Small;18,0;Luca;3;52219
2025-11-10;20:39;Pizza Prosciutto;3;Medium;27,0;Leon;4;52220
2025-11-10;14:28;Pizza Prosciutto;2;Medium;18,0;Maria;10;52221
2025-11-10;14:19;Pizza Diavola;3;Large;37,5;Maria;8;52222
2025-11-10;22:42;Pizza Diavola;3;Medium;30,0;Eva;10;52223
2025-11-10;19:46;Pizza Margherita;3;Medium;24,0;Jonas;7;52224
2025-11-10;17:34;Pizza Hawaii;3;Small;27,0;Sophie;6;52225
2025-11-10;12:16;Pizza Salami;3;Medium;27,0;Eva;4;52226
2025-11-10;17:07;Pizza Margherita;3;Large;30,0;Eva;11;52227
2025-11-10;22:45;Pizza Margherita;3;Medium;24,0;Jonas;1;52228
2025-11-10;14:48;Pizza Prosciutto;1;Large;11,25;Maria;9;52229
2025-11-10;22:28;Pizza Margherita;3;Small;24,0;Jonas;12;52230
2025-11-10;18:49;Pizza Salami;3;Medium;27,0;Eva;4;52231
2025-11-10;12:58;Pizza Salami;2;Medium;18,0;Leon;3;52232
2025-11-10;12:31;Pizza Prosciutto;3;Small;27,0;Jonas;1;52233
2025-11-10;13:36;Pizza Funghi;2;Medium;18,0;Maria;9;52234
2025-11-10;14:39;Pizza Salami;3;Large;33,75;Luca;8;52235
2025-11-11;14:07;Pizza Funghi;1;Small;9,0;Jonas;10;52236
2025-11-11;14:09;Pizza Diavola;3;Large;37,5;Jonas;9;52237
2025-11-11;14:12;Pizza Diavola;1;Small;10,0;Maria;6;52238
2025-11-11;14:30;Pizza Margherita;2;Large;20,0;Jonas;7;52239
2025-11-11;13:23;Pizza Salami;3;Medium;27,0;Maria;6;52240
2025-11-11;12:01;Pizza Funghi;3;Large;33,75;Maria;3;52241
2025-11-11;14:45;Pizza Prosciutto;2;Large;22,5;Mark;10;52242
2025-11-11;12:09;Pizza Diavola;2;Medium;20,0;Luca;4;52243
2025-11-11;14:47;Pizza Margherita;2;Medium;16,0;Jonas;2;52244
2025-11-11;17:54;Pizza Hawaii;3;Large;33,75;Jonas;3;52245
2025-11-11;11:54;Pizza Prosciutto;2;Small;18,0;Luca;5;52246
2025-11-11;12:08;Pizza Salami;2;Medium;18,0;Luca;12;52247
2025-11-11;18:50;Pizza Funghi;1;Small;9,0;Jonas;5;52248
2025-11-11;21:16;Pizza Funghi;1;Medium;9,0;Luca;12;52249
2025-11-11;18:26;Pizza Margherita;1;Large;10,0;Jonas;11;52250
2025-11-11;14:08;Pizza Funghi;3;Small;27,0;Luca;5;52251
2025-11-11;22:18;Pizza Diavola;3;Large;37,5;Luca;8;52252
2025-11-11;14:17;Pizza Margherita;3;Small;24,0;Jonas;5;52253
2025-11-11;19:24;Pizza Margherita;2;Large;20,0;Luca;1;52254
2025-11-11;21:16;Pizza Prosciutto;1;Large;11,25;Maria;9;52255
2025-11-11;13:12;Pizza Margherita;1;Small;8,0;Mark;10;52256
2025-11-11;22:30;Pizza Funghi;2;Small;18,0;Jonas;8;52257
2025-11-12;17:12;Pizza Funghi;3;Large;33,75;Luca;9;52258
2025-11-12;12:55;Pizza Prosciutto;1;Medium;9,0;Jonas;3;52259
2025-11-12;14:02;Pizza Hawaii;1;Medium;9,0;Maria;11;52260
2025-11-12;14:21;Pizza Prosciutto;1;Small;9,0;Sophie;1;52261
2025-11-12;22:56;Pizza Margherita;2;Medium;16,0;Eva;9;52262
2025-11-12;13:09;Pizza Prosciutto;3;Small;27,0;Maria;11;52263
2025-11-12;20:48;Pizza Diavola;3;Small;30,0;Jonas;11;52264
2025-11-12;21:51;Pizza Funghi;1;Large;11,25;Maria;4;52265
2025-11-12;13:20;Pizza Funghi;2;Small;18,0;Maria;10;52266
2025-11-12;22:03;Pizza Prosciutto;1;Medium;9,0;Luca;11;52267
2025-11-12;18:49;Pizza Diavola;1;Large;12,5;Luca;3;52268
2025-11-12;21:16;Pizza Prosciutto;2;Large;22,5;Jonas;3;52269
2025-11-12;11:14;Pizza Salami;1;Small;9,0;Jonas;3;52270
2025-11-12;12:07;Pizza Prosciutto;2;Small;18,0;Jonas;2;52271
2025-11-12;22:07;Pizza Diavola;3;Medium;30,0;Leon;12;52272
2025-11-12;13:12;Pizza Hawaii;3;Medium;27,0;Mark;7;52273
2025-11-12;14:24;Pizza Prosciutto;1;Medium;9,0;Jonas;12;52274
2025-11-12;12:53;Pizza Prosciutto;2;Small;18,0;Eva;3;52275
2025-11-13;21:31;Pizza Diavola;2;Small;20,0;Sophie;10;52276
2025-11-13;12:17;Pizza Funghi;1;Large;11,25;Luca;4;52277
2025-11-13;22:20;Pizza Margherita;3;Small;24,0;Jonas;8;52278
2025-11-13;19:51;Pizza Diavola;3;Large;37,5;Mark;12;52279
2025-11-13;18:43;Pizza Margherita;3;Medium;24,0;Maria;8;52280
2025-11-13;14:51;Pizza Salami;2;Small;18,0;Luca;1;52281
2025-11-13;20:08;Pizza Salami;2;Small;18,0;Mark;4;52282
2025-11-13;20:34;Pizza Margherita;3;Large;30,0;Leon;2;52283
2025-11-13;11:31;Pizza Diavola;3;Medium;30,0;Mark;12;52284
2025-11-13;11:13;Pizza Prosciutto;1;Medium;9,0;Mark;7;52285
2025-11-13;19:11;Pizza Hawaii;1;Large;11,25;Maria;12;52286
2025-11-13;18:50;Pizza Prosciutto;3;Medium;27,0;Jonas;10;52287
2025-11-13;17:32;Pizza Funghi;2;Large;22,5;Jonas;1;52288
2025-11-13;21:39;Pizza Funghi;3;Small;27,0;Luca;4;52289
2025-11-13;22:49;Pizza Funghi;2;Large;22,5;Jonas;1;52290
2025-11-13;14:50;Pizza Funghi;2;Medium;18,0;Jonas;1;52291
2025-11-13;11:34;Pizza Diavola;3;Medium;30,0;Maria;5;52292
2025-11-13;11:20;Pizza Salami;3;Small;27,0;Jonas;1;52293
2025-11-13;14:18;Pizza Margherita;3;Large;30,0;Mark;11;52294
2025-11-13;11:05;Pizza Salami;3;Small;27,0;Luca;3;52295
2025-11-13;14:01;Pizza Funghi;2;Large;22,5;Maria;7;52296
2025-11-13;19:51;Pizza Prosciutto;2;Medium;18,0;Maria;10;52297
2025-11-13;13:35;Pizza Margherita;2;Small;16,0;Eva;5;52298
2025-11-13;12:31;Pizza Prosciutto;1;Large;11,25;Jonas;3;52299
2025-11-13;20:45;Pizza Margherita;3;Large;30,0;Luca;12;52300
2025-11-13;13:45;Pizza Salami;3;Large;33,75;Jonas;12;52301
2025-11-13;18:17;Pizza Salami;1;Large;11,25;Leon;7;52302
2025-11-13;18:03;Pizza Funghi;2;Medium;18,0;Luca;6;52303
2025-11-13;11:46;Pizza Funghi;3;Large;33,75;Leon;3;52304
2025-11-14;11:24;Pizza Diavola;3;Large;37,5;Maria;5;52305
2025-11-14;18:23;Pizza Margherita;2;Medium;16,0;Luca;2;52306
2025-11-14;11:25;Pizza Diavola;2;Small;20,0;Maria;1;52307
2025-11-14;14:04;Pizza Salami;3;Medium;27,0;Eva;10;52308
2025-11-14;17:14;Pizza Salami;3;Small;27,0;Jonas;8;52309
2025-11-14;11:43;Pizza Salami;2;Medium;18,0;Jonas;10;52310
2025-11-14;18:19;Pizza Hawaii;3;Small;27,0;Sophie;10;52311
2025-11-14;14:54;Pizza Margherita;1;Large;10,0;Leon;1;52312
2025-11-14;12:29;Pizza Diavola;3;Small;30,0;Maria;1;52313
2025-11-14;11:19;Pizza Diavola;1;Small;10,0;Jonas;5;52314
2025-11-14;21:32;Pizza Prosciutto;2;Small;18,0;Maria;3;52315
2025-11-14;18:57;Pizza Diavola;2;Large;25,0;Jonas;12;52316
2025-11-14;22:24;Pizza Margherita;1;Large;10,0;Jonas;3;52317
2025-11-14;18:04;Pizza Salami;2;Large;22,5;Luca;2;52318
2025-11-14;20:46;Pizza Prosciutto;3;Medium;27,0;Maria;2;52319
2025-11-14;18:20;Pizza Salami;3;Large;33,75;Maria;3;52320
2025-11-14;19:39;Pizza Hawaii;2;Large;22,5;Sophie;9;52321
2025-11-14;20:48;Pizza Salami;3;Large;33,75;Luca;10;52322
2025-11-14;14:04;Pizza Hawaii;2;Small;18,0;Jonas;9;52323
2025-11-14;21:55;Pizza Hawaii;3;Medium;27,0;Jonas;12;52324
2025-11-14;21:04;Pizza Prosciutto;1;Medium;9,0;Maria;5;52325
2025-11-14;18:00;Pizza Funghi;3;Large;33,75;Sophie;3;52326
2025-11-15;20:11;Pizza Funghi;3;Large;33,75;Jonas;11;52327
2025-11-15;13:07;Pizza Salami;3;Medium;27,0;Leon;12;52328
2025-11-15;21:53;Pizza Prosciutto;2;Small;18,0;Luca;8;52329
2025-11-15;18:20;Pizza Margherita;3;Small;24,0;Luca;10;52330
2025-11-15;13:51;Pizza Salami;1;Medium;9,0;Maria;9;52331
2025-11-15;22:39;Pizza Margherita;1;Small;8,0;Luca;12;52332
2025-11-15;17:56;Pizza Prosciutto;3;Medium;27,0;Sophie;5;52333
2025-11-15;18:20;Pizza Funghi;3;Large;33,75;Luca;2;52334
2025-11-15;22:34;Pizza Margherita;1;Medium;8,0;Jonas;10;52335
2025-11-15;22:46;Pizza Funghi;1;Small;9,0;Leon;6;52336
2025-11-15;12:12;Pizza Prosciutto;1;Large;11,25;Maria;1;52337
2025-11-15;22:44;Pizza Margherita;2;Small;16,0;Jonas;8;52338
2025-11-15;22:46;Pizza Funghi;1;Medium;9,0;Maria;12;52339
2025-11-15;21:26;Pizza Hawaii;1;Large;11,25;Jonas;11;52340
2025-11-15;11:55;Pizza Prosciutto;3;Large;33,75;Luca;10;52341
2025-11-15;11:21;Pizza Margherita;2;Medium;16,0;Sophie;2;52342
2025-11-15;17:33;Pizza Diavola;2;Medium;20,0;Sophie;7;52343
2025-11-15;18:19;Pizza Margherita;2;Large;20,0;Mark;3;52344
2025-11-15;14:49;Pizza Funghi;2;Small;18,0;Sophie;12;52345
2025-11-15;11:13;Pizza Prosciutto;2;Large;22,5;Maria;2;52346
2025-11-15;14:43;Pizza Salami;3;Small;27,0;Maria;4;52347
2025-11-15;19:46;Pizza Funghi;3;Medium;27,0;Maria;1;52348
2025-11-15;13:19;Pizza Diavola;3;Small;30,0;Luca;8;52349
2025-11-15;14:43;Pizza Funghi;1;Small;9,0;Maria;12;52350
2025-11-15;13:42;Pizza Funghi;2;Medium;18,0;Leon;2;52351
2025-11-15;14:35;Pizza Funghi;1;Large;11,25;Leon;12;52352
2025-11-15;22:36;Pizza Hawaii;3;Medium;27,0;Jonas;2;52353
2025-11-15;14:39;Pizza Hawaii;3;Medium;27,0;Eva;6;52354
2025-11-15;14:03;Pizza Salami;1;Small;9,0;Jonas;12;52355
2025-11-15;14:44;Pizza Prosciutto;2;Small;18,0;Maria;11;52356
2025-11-15;22:07;Pizza Diavola;3;Medium;30,0;Maria;5;52357
2025-11-15;17:38;Pizza Funghi;1;Medium;9,0;Eva;5;52358
2025-11-15;20:50;Pizza Diavola;3;Small;30,0;Luca;10;52359
2025-11-15;17:15;Pizza Funghi;3;Large;33,75;Jonas;6;52360
2025-11-15;12:17;Pizza Funghi;2;Medium;18,0;Jonas;5;52361
2025-11-15;21:38;Pizza Funghi;2;Small;18,0;Maria;10;52362
2025-11-15;21:22;Pizza Prosciutto;1;Large;11,25;Luca;1;52363
2025-11-15;14:57;Pizza Salami;1;Large;11,25;Maria;1;52364
2025-11-15;14:28;Pizza Hawaii;3;Medium;27,0;Jonas;10;52365
2025-11-15;18:17;Pizza Funghi;3;Large;33,75;Mark;10;52366
2025-11-15;14:08;Pizza Prosciutto;1;Medium;9,0;Luca;12;52367
2025-11-15;22:47;Pizza Margherita;3;Large;30,0;Maria;10;52368
2025-11-15;18:10;Pizza Diavola;3;Small;30,0;Mark;2;52369
2025-11-15;20:03;Pizza Salami;1;Medium;9,0;Jonas;8;52370
2025-11-15;21:31;Pizza Salami;2;Small;18,0;Leon;10;52371
2025-11-15;19:21;Pizza Prosciutto;1;Medium;9,0;Jonas;11;52372
2025-11-15;14:54;Pizza Prosciutto;3;Medium;27,0;Luca;2;52373
2025-11-15;12:02;Pizza Salami;1;Small;9,0;Maria;3;52374
2025-11-15;22:32;Pizza Prosciutto;2;Medium;18,0;Luca;9;52375
2025-11-15;11:08;Pizza Hawaii;3;Medium;27,0;Eva;6;52376
2025-11-15;11:46;Pizza Funghi;1;Large;11,25;Maria;9;52377
2025-11-15;14:22;Pizza Salami;2;Medium;18,0;Luca;10;52378
2025-11-15;18:44;Pizza Diavola;3;Large;37,5;Maria;7;52379
2025-11-15;22:41;Pizza Hawaii;1;Medium;9,0;Jonas;10;52380
2025-11-15;22:54;Pizza Salami;3;Medium;27,0;Maria;9;52381
2025-11-15;12:34;Pizza Margherita;2;Small;16,0;Jonas;2;52382
2025-11-15;13:10;Pizza Margherita;1;Large;10,0;Maria;2;52383
2025-11-15;21:06;Pizza Funghi;3;Large;33,75;Jonas;2;52384
2025-11-15;12:01;Pizza Salami;1;Small;9,0;Maria;2;52385
2025-11-15;12:58;Pizza Funghi;3;Small;27,0;Jonas;7;52386
2025-11-15;13:17;Pizza Prosciutto;3;Medium;27,0;Luca;2;52387
2025-11-15;12:15;Pizza Diavola;2;Small;20,0;Eva;3;52388
2025-11-15;19:46;Pizza Margherita;3;Small;24,0;Maria;7;52389
2025-11-15;14:59;Pizza Funghi;1;Large;11,25;Luca;11;52390
2025-11-15;22:01;Pizza Prosciutto;2;Medium;18,0;Jonas;5;52391
2025-11-15;13:14;Pizza Salami;3;Large;33,75;Sophie;2;52392
2025-11-15;22:39;Pizza Funghi;1;Small;9,0;Jonas;7;52393
2025-11-15;17:16;Pizza Diavola;1;Medium;10,0;Jonas;1;52394
2025-11-15;12:15;Pizza Hawaii;2;Large;22,5;Maria;2;52395
2025-11-16;21:29;Pizza Prosciutto;3;Small;27,0;Jonas;10;52396
2025-11-16;12:06;Pizza Salami;1;Large;11,25;Maria;7;52397
2025-11-16;21:36;Pizza Salami;1;Medium;9,0;Jonas;3;52398
2025-11-16;14:46;Pizza Salami;2;Small;18,0;Maria;6;52399
2025-11-16;21:41;Pizza Salami;1;Small;9,0;Jonas;3;52400
2025-11-16;19:54;Pizza Diavola;1;Small;10,0;Luca;3;52401
2025-11-16;12:35;Pizza Margherita;2;Medium;16,0;Luca;2;52402
2025-11-16;14:17;Pizza Diavola;1;Large;12,5;Mark;12;52403
2025-11-16;22:44;Pizza Funghi;3;Medium;27,0;Maria;9;52404
2025-11-16;21:42;Pizza Salami;2;Large;22,5;Mark;6;52405
